set V := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 ;
set C := 0 2 4 5 7 8 10 12 14 15 16 17 18 19 20 21 22 24 25 26 28 29 30 35 ;
set F := 0 1 2 3 4 5 6 7 8 9 ;
set E := (12,7) (7,12) (7,2) (2,7) (2,3) (3,2) (3,10) (10,3) (10,17) (17,10) (17,23) (23,17) (23,28) (28,23) (28,33) (33,28) (33,32) (32,33) (32,25) (25,32) (25,18) (18,25) (18,12) (12,18) (12,13) (13,12) (28,29) (29,28) (10,11) (11,10) (7,8) (8,7) (25,26) (26,25) (28,34) (34,28) (25,19) (19,25) (25,31) (31,25) (2,1) (1,2) (28,27) (27,28) (23,22) (22,23) (7,6) (6,7) (25,24) (24,25) (3,4) (4,3) (10,16) (16,10) (28,35) (35,28) (3,9) (9,3) (31,30) (30,31) (10,5) (5,10) (7,14) (14,7) (6,0) (0,6) (16,15) (15,16) (14,20) (20,14) (22,21) (21,22) ;

param : p_node bx by :=
0 40000000000.0 43.6955353867 124.33219963
1 0 -55.2684255816 880.99807488
2 40000000000.0 -51.8851619578 1894.96073357
3 0 55.8867576543 3025.21012374
4 40000000000.0 -141.608150547 4101.09086332
5 40000000000.0 94.1873153451 5183.2279448
6 0 785.647874734 4.7084740699
7 40000000000.0 1088.54583753 1034.19173373
8 40000000000.0 1108.97562645 1874.29585517
9 0 1235.3817627 3028.2688895
10 40000000000.0 1017.15721766 4248.83896444
11 0 1138.58007168 4921.83372147
12 40000000000.0 1906.18440372 301.525817554
13 0 2098.72293895 860.465581975
14 40000000000.0 2078.24273743 1958.45092984
15 40000000000.0 2052.707342 3223.74897779
16 40000000000.0 2054.1823579 3838.19389781
17 40000000000.0 1933.08544589 5137.92415982
18 40000000000.0 2756.12321452 -124.672852969
19 40000000000.0 3025.69655435 891.477867501
20 40000000000.0 2863.27053799 2088.87270238
21 40000000000.0 2834.38028937 2995.89596373
22 40000000000.0 3024.15440025 3818.36035192
23 0 3130.10546657 4870.44077214
24 40000000000.0 4014.32760122 -64.1091199297
25 40000000000.0 3965.3990933 1012.84304121
26 40000000000.0 3992.47522783 1883.21868927
27 0 3964.02434422 3170.504865
28 40000000000.0 4124.41908443 4192.22921141
29 40000000000.0 3982.17290199 4788.25643962
30 40000000000.0 4933.47680423 167.339549006
31 0 4910.00006951 790.676790463
32 0 4969.676158 1981.67315015
33 0 5055.00730579 2995.41253558
34 0 4993.78179349 3934.98752173
35 40000000000.0 4963.70306016 4969.73745508
;
param : b_cap l_cap :=
12 7 750000000.0 5.31007522087e-06
7 12 750000000.0 5.31007522087e-06
7 2 750000000.0 6.9107096083e-06
2 7 750000000.0 6.9107096083e-06
2 3 750000000.0 5.49144928191e-06
3 2 750000000.0 5.49144928191e-06
3 10 750000000.0 7.52614111328e-06
10 3 750000000.0 7.52614111328e-06
10 17 750000000.0 6.17391656399e-06
17 10 750000000.0 6.17391656399e-06
17 23 750000000.0 5.93238845816e-06
23 17 750000000.0 5.93238845816e-06
23 28 750000000.0 5.82138215761e-06
28 23 750000000.0 5.82138215761e-06
28 33 750000000.0 7.3325791678e-06
33 28 750000000.0 7.3325791678e-06
33 32 750000000.0 4.92047197601e-06
32 33 750000000.0 4.92047197601e-06
32 25 750000000.0 6.74921166447e-06
25 32 750000000.0 6.74921166447e-06
25 18 750000000.0 8.02989373845e-06
18 25 750000000.0 8.02989373845e-06
18 12 750000000.0 4.59876727447e-06
12 18 750000000.0 4.59876727447e-06
12 13 500000000.0 2.85931111709e-06
13 12 500000000.0 2.85931111709e-06
28 29 500000000.0 2.96375371288e-06
29 28 500000000.0 2.96375371288e-06
10 11 500000000.0 3.30761493069e-06
11 10 500000000.0 3.30761493069e-06
7 8 500000000.0 4.06451557124e-06
8 7 500000000.0 4.06451557124e-06
25 26 500000000.0 4.21176442413e-06
26 25 500000000.0 4.21176442413e-06
28 34 500000000.0 4.38504355003e-06
34 28 500000000.0 4.38504355003e-06
25 19 500000000.0 4.58278974433e-06
19 25 500000000.0 4.58278974433e-06
25 31 500000000.0 4.6933957608e-06
31 25 500000000.0 4.6933957608e-06
2 1 500000000.0 4.90423958396e-06
1 2 500000000.0 4.90423958396e-06
28 27 500000000.0 5.00227497165e-06
27 28 500000000.0 5.00227497165e-06
23 22 500000000.0 5.11431410587e-06
22 23 500000000.0 5.11431410587e-06
7 6 500000000.0 5.19032931653e-06
6 7 500000000.0 5.19032931653e-06
25 24 500000000.0 5.21424536169e-06
24 25 500000000.0 5.21424536169e-06
3 4 500000000.0 5.29063663189e-06
4 3 500000000.0 5.29063663189e-06
10 16 500000000.0 5.3946876775e-06
16 10 500000000.0 5.3946876775e-06
28 35 500000000.0 5.53354310301e-06
35 28 500000000.0 5.53354310301e-06
3 9 500000000.0 5.704858353e-06
9 3 500000000.0 5.704858353e-06
31 30 500000000.0 3.01701992983e-06
30 31 500000000.0 3.01701992983e-06
10 5 500000000.0 6.35237804671e-06
5 10 500000000.0 6.35237804671e-06
7 14 500000000.0 6.54964794639e-06
14 7 500000000.0 6.54964794639e-06
6 0 500000000.0 3.63492821765e-06
0 6 500000000.0 3.63492821765e-06
16 15 500000000.0 2.97188163804e-06
15 16 500000000.0 2.97188163804e-06
14 20 500000000.0 3.848971245e-06
20 14 500000000.0 3.848971245e-06
22 21 500000000.0 4.08251807758e-06
21 22 500000000.0 4.08251807758e-06
;
param : b_flow l_flow p_flow fx fy :=
0 2011535.978 0.01 6559678.26365 1678.90715965 3177.51986555
1 4843054.93441 0.01 6652031.47776 3575.87563082 1163.62099085
2 4051697.37279 0.01 8769970.70988 5154.27434546 4746.60014883
3 2690559.53043 0.01 6506710.88944 3570.04536599 4625.21455588
4 572258.656013 0.01 1801373.8401 2089.93410407 2670.51217265
5 629629.392874 0.01 1079530.37205 5809.60223956 4986.66176122
6 3734503.81414 0.01 7456788.85395 808.322268961 20.13903389
7 3128871.5232 0.01 6706641.58797 3848.62059399 2633.70274488
8 3827532.62855 0.01 5281414.68735 -983.184870752 1102.00609185
9 4375922.09942 0.01 8353554.52444 520.030080074 75.7508503195
;
param : b_CLC := 1e5 ;
