set V := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 ;
set C := 0 1 2 3 5 6 9 12 13 15 17 19 22 23 24 26 27 28 29 30 32 34 35 ;
set F := 0 1 2 3 4 5 6 7 8 9 ;
set E := (0,1) (1,0) (0,6) (6,0) (0,7) (7,0) (1,2) (2,1) (1,7) (7,1) (1,8) (8,1) (2,3) (3,2) (2,8) (8,2) (3,4) (4,3) (3,9) (9,3) (3,10) (10,3) (4,5) (5,4) (4,10) (10,4) (5,10) (10,5) (5,11) (11,5) (6,7) (7,6) (6,12) (12,6) (7,8) (8,7) (7,13) (13,7) (7,14) (14,7) (8,9) (9,8) (8,13) (13,8) (8,14) (14,8) (9,10) (10,9) (9,14) (14,9) (9,15) (15,9) (9,16) (16,9) (10,11) (11,10) (10,16) (16,10) (10,17) (17,10) (11,17) (17,11) (12,13) (13,12) (12,18) (18,12) (12,19) (19,12) (13,14) (14,13) (13,18) (18,13) (13,19) (19,13) (14,15) (15,14) (14,19) (19,14) (14,20) (20,14) (14,21) (21,14) (15,16) (16,15) (15,20) (20,15) (15,21) (21,15) (15,22) (22,15) (16,17) (17,16) (16,21) (21,16) (16,22) (22,16) (16,23) (23,16) (17,22) (22,17) (17,23) (23,17) (18,19) (19,18) (18,24) (24,18) (19,20) (20,19) (19,24) (24,19) (19,25) (25,19) (19,26) (26,19) (20,21) (21,20) (20,26) (26,20) (20,27) (27,20) (21,22) (22,21) (21,26) (26,21) (21,27) (27,21) (22,23) (23,22) (22,27) (27,22) (22,28) (28,22) (22,29) (29,22) (23,28) (28,23) (23,29) (29,23) (24,25) (25,24) (24,30) (30,24) (24,31) (31,24) (25,26) (26,25) (25,30) (30,25) (25,31) (31,25) (26,27) (27,26) (26,32) (32,26) (26,33) (33,26) (27,28) (28,27) (27,32) (32,27) (27,33) (33,27) (28,29) (29,28) (28,33) (33,28) (28,34) (34,28) (28,35) (35,28) (29,35) (35,29) (30,31) (31,30) (31,32) (32,31) (32,33) (33,32) (33,34) (34,33) (34,35) (35,34) ;

param : p_node bx by :=
0 40000000000.0 155.19439777 33.0192864011
1 40000000000.0 8.86764748554 1204.23311251
2 40000000000.0 -67.1313864693 2091.97461652
3 40000000000.0 169.187620594 3181.86289911
4 0 -222.601975092 4001.27191142
5 40000000000.0 -140.536115717 4955.61173307
6 40000000000.0 703.474236967 -227.505367264
7 0 1129.33770787 1107.24690865
8 0 903.75605693 1873.45766089
9 40000000000.0 1217.97088532 2926.50907929
10 0 853.456137842 4169.77764689
11 0 1158.43127231 5026.66983977
12 40000000000.0 2179.41518429 21.9667723908
13 40000000000.0 1897.76450768 934.491681442
14 0 2066.7493093 2069.44352502
15 40000000000.0 2099.71055953 3077.67234981
16 0 2228.60253861 3923.78685769
17 40000000000.0 1965.8451841 4751.97404037
18 0 2860.86373673 -3.33505372487
19 40000000000.0 3072.20101649 1019.27537287
20 0 2860.44743925 2128.23197607
21 0 2923.08498036 2996.34784219
22 40000000000.0 3116.80227273 4027.94664098
23 40000000000.0 3129.24755057 4939.1847875
24 40000000000.0 4087.01942713 95.3804091197
25 0 4234.02445936 772.058954541
26 40000000000.0 3920.98582208 2234.29137777
27 40000000000.0 3859.04260989 2892.3311358
28 40000000000.0 4234.25720119 4005.51550996
29 40000000000.0 3850.01884511 5206.78418154
30 40000000000.0 4883.94743076 120.398875706
31 0 5221.70034073 1032.53686488
32 40000000000.0 5086.77330898 2131.48468049
33 0 4813.27688284 2942.88961463
34 40000000000.0 5093.55052359 3908.87349822
35 40000000000.0 5096.3366641 4955.59671138
;
param : b_cap l_cap :=
0 1 500000000.0 5.70882539438e-06
1 0 500000000.0 5.70882539438e-06
0 6 500000000.0 2.93600333448e-06
6 0 500000000.0 2.93600333448e-06
0 7 500000000.0 7.01388583968e-06
7 0 500000000.0 7.01388583968e-06
1 2 500000000.0 4.3094265854e-06
2 1 500000000.0 4.3094265854e-06
1 7 500000000.0 5.43961846509e-06
7 1 500000000.0 5.43961846509e-06
1 8 500000000.0 5.40473062083e-06
8 1 500000000.0 5.40473062083e-06
2 3 500000000.0 5.39393445773e-06
3 2 500000000.0 5.39393445773e-06
2 8 500000000.0 4.81333950335e-06
